Submission Time,Status,Role,In-Person Comfort,Learning Preference
6/12/2020 16:24,Completed,District Classified Staff,Very Comfortable,In-Person
6/12/2020 16:19,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:40,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:23,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:29,Completed,Transportation Staff Member,Uncomfortable,Digital Only
6/12/2020 16:20,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:23,Completed,Teacher,Comfortable,In-Person
6/17/2020 22:58,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:21,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:22,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:26,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:23,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:21,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:29,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:25,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:21,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:20,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:22,Completed,District Certified Staff,Very Comfortable,In-Person
6/12/2020 16:25,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:26,Completed,School Nutrition Staff Member,Comfortable,In-Person
6/12/2020 16:40,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:21,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:21,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:27,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:24,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:22,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:26,Completed,School Nutrition Staff Member,Comfortable,In-Person
6/12/2020 16:34,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,Digital Only
6/12/2020 16:23,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:32,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,Digital Only
6/12/2020 16:26,Completed,School Admin,Uncomfortable,Digital Only
6/12/2020 16:21,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:19,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:41,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:21,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:19,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:20,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:20,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:20,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:23,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:25,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:22,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:23,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/19/2020 10:06,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 11:46,Completed,Teacher,Very Comfortable,In-Person
6/15/2020 10:11,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:22,Completed,District Certified Staff,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:44,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:26,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:21,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:22,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable,In-Person
6/12/2020 16:29,Completed,District Certified Staff,Very Uncomfortable,Digital Only
6/12/2020 16:22,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:23,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:25,Completed,Teacher,Very Comfortable,In-Person
6/15/2020 14:04,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:35,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:30,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:21,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:41,Completed,District Certified Staff,Very Uncomfortable,Digital Only
6/12/2020 16:30,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:20,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:22,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:21,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:23,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:21,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:23,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:20,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable,In-Person
6/12/2020 16:25,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:26,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:22,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:28,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:20,Completed,District Certified Staff,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:20,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:20,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:26,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:22,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:23,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/15/2020 7:51,Completed,District Classified Staff,Comfortable,In-Person
6/12/2020 16:23,Completed,District Certified Staff,Very Uncomfortable,Digital Only
6/12/2020 16:22,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:22,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,In-Person
6/12/2020 16:59,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/12/2020 16:25,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:27,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:20,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:23,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:20,Completed,Transportation Staff Member,Very Comfortable,In-Person
6/12/2020 16:23,Completed,District Certified Staff,Very Comfortable,In-Person
6/12/2020 16:21,Completed,School Admin,Very Comfortable,In-Person
6/12/2020 16:28,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:25,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:23,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:23,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 21:12,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:30,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:21,Completed,School Nutrition Staff Member,Comfortable,In-Person
6/12/2020 16:21,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:22,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:25,Completed,District Classified Staff,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:23,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:21,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/13/2020 14:55,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 21:44,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:23,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:27,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:26,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:20,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:26,Completed,Teacher,Uncomfortable,In-Person
6/12/2020 16:29,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:21,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:20,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:21,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/12/2020 16:21,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:21,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:20,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:21,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:21,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:22,Completed,Teacher,Uncomfortable,In-Person
6/12/2020 16:28,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:22,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:24,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/12/2020 16:21,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:22,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:24,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:23,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,Digital Only
6/12/2020 16:23,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:21,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Uncomfortable,Digital Only
6/12/2020 16:32,Completed,Teacher,Uncomfortable,In-Person
6/12/2020 16:25,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:22,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:22,Completed,School Admin,Very Uncomfortable,Digital Only
6/12/2020 16:21,Completed,Transportation Staff Member,Comfortable,In-Person
6/12/2020 16:22,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:29,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:44,Completed,District Certified Staff,Comfortable,Digital Only
6/12/2020 16:21,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,In-Person
6/12/2020 16:21,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:36,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:22,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:22,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:22,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:36,Completed,Teacher,Comfortable,In-Person
6/18/2020 14:42,Completed,Transportation Staff Member,Very Comfortable,In-Person
6/12/2020 16:22,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:23,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:24,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:22,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:22,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:29,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:22,Completed,District Certified Staff,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:26,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:21,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:22,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 17:23,Completed,School Nutrition Staff Member,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:21,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:26,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:22,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:25,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:22,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:21,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/12/2020 16:21,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:34,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:26,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:26,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:25,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:25,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/12/2020 16:26,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,Digital Only
6/12/2020 16:32,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/12/2020 16:22,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable,In-Person
6/12/2020 16:22,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:40,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:22,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:21,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,In-Person
6/12/2020 16:24,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:26,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:24,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:23,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:21,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:37,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:29,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:21,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:21,Completed,School Admin,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:23,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:32,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:24,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:22,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:23,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:52,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/14/2020 20:38,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:24,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:38,Completed,School Nutrition Staff Member,Very Uncomfortable,Digital Only
6/12/2020 16:24,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:25,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:21,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:29,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:32,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:23,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:27,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:49,Completed,School Nutrition Staff Member,Very Comfortable,In-Person
6/12/2020 16:24,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:22,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:22,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:26,Completed,Transportation Staff Member,Comfortable,In-Person
6/12/2020 16:25,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:25,Completed,Teacher,Uncomfortable,In-Person
6/12/2020 16:24,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:22,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/12/2020 16:24,Completed,District Classified Staff,Comfortable,In-Person
6/12/2020 16:23,Completed,School Admin,Comfortable,In-Person
6/12/2020 16:22,Completed,District Certified Staff,Comfortable,In-Person
6/12/2020 16:29,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:27,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:26,Completed,Transportation Staff Member,Very Comfortable,In-Person
6/16/2020 19:20,Completed,Teacher,Uncomfortable,In-Person
6/12/2020 16:26,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:22,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:21,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:29,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:22,Completed,School Admin,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:23,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:25,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Uncomfortable,Digital Only
6/12/2020 16:23,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:22,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:21,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:21,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:34,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:21,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:21,Completed,Teacher,Comfortable,In-Person
6/12/2020 22:43,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:29,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:27,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:22,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:34,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/12/2020 16:22,Completed,School Admin,Very Uncomfortable,Digital Only
6/12/2020 16:28,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:22,Completed,District Classified Staff,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:22,Completed,School Admin,Very Comfortable,In-Person
6/12/2020 16:27,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,In-Person
6/12/2020 16:22,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:24,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:23,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:24,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:44,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:22,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Uncomfortable,Digital Only
6/12/2020 16:24,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/12/2020 16:26,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/12/2020 16:24,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Uncomfortable,Digital Only
6/12/2020 16:34,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:25,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:25,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,In-Person
6/12/2020 16:31,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:23,Completed,District Classified Staff,Comfortable,In-Person
6/19/2020 8:30,Completed,District Certified Staff,Very Uncomfortable,Digital Only
6/12/2020 16:23,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:34,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:23,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:23,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:40,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:25,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:24,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 17:03,Completed,Transportation Staff Member,Very Uncomfortable,Digital Only
6/12/2020 16:26,Completed,School Nutrition Staff Member,Comfortable,In-Person
6/12/2020 16:22,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/16/2020 15:05,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Uncomfortable,Digital Only
6/12/2020 16:23,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:26,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:23,Completed,District Certified Staff,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:35,Completed,District Certified Staff,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:23,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/12/2020 16:30,Completed,Teacher,Very Comfortable,In-Person
6/17/2020 13:54,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:59,Completed,District Classified Staff,Very Comfortable,In-Person
6/12/2020 16:26,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:23,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:23,Completed,District Certified Staff,Very Comfortable,In-Person
6/12/2020 17:16,Completed,Teacher,Uncomfortable,In-Person
6/12/2020 16:23,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:23,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:25,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/12/2020 16:27,Completed,Teacher,Uncomfortable,In-Person
6/12/2020 16:25,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:23,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:24,Completed,Teacher,Very Uncomfortable,Digital Only
6/12/2020 16:28,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:22,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:26,Completed,Teacher,Very Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:44,Completed,Transportation Staff Member,Very Uncomfortable,Digital Only
6/12/2020 16:31,Completed,Teacher,Comfortable,In-Person
6/12/2020 16:25,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:23,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:26,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:31,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/12/2020 16:33,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/12/2020 16:22,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Comfortable,In-Person
6/12/2020 16:26,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:32,Completed,Teacher,Uncomfortable,Digital Only
6/12/2020 16:23,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:22,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:22,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/12/2020 16:52,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/12/2020 16:22,Completed,Teacher,Very Comfortable,In-Person
6/12/2020 16:50,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/12/2020 16:29,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
